,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
42,18.0,43.0,13.0,28.0,5.0,32.0,17.0,32.0,42.0,6.0,38.0,15.0,21.0,8.0,6.0,3.0,5.0,6.0,14.0,1.0,4.0,25.0,14.0,9.0,2.0,55.0,8.0,12.0,9.0,57.0,1.0,5.0,7.0,42.0,8.0,3.0,26.0,6.0,6.0,3.0,5.0,40.0,40.0,10.0,38.0,6.0,54.0,47.0,3.0,46.0,8.0,5.0,18.0,12.0,7.0,2.0,28.0,6.0,7.0,51.0,45.0,1.0,5.0,8.0,15.0,46.0,11.0,24.0,10.0,12.0,10.0,12.0,13.0,37.0,74.0,31.0,11.0,16.0,31.0,4.0,4.0,20.0,3.0,6.0,2.0,13.0,7.0,23.0,21.0,10.0,6.0,9.0,28.0,24.0,12.0,15.0,9.0,23.0,16.0,21.0,10.0,58.0,8.0,2.0,7.0,33.0,8.0,22.0,27.0,35.0,10.0,23.0,1.0,14.0,46.0,2.0,9.0,29.0,11.0,10.0,16.0,10.0,7.0,16.0,21.0,15.0,24.0,32.0,28.0,18.0,14.0,3.0,19.0,26.0,3.0,27.0,8.0,21.0,12.0,1.0,8.0,3.0,9.0,21.0,54.0,19.0,6.0,17.0,10.0,3.0,6.0,41.0,14.0,19.0,19.0,6.0,4.0,3.0,41.0,9.0,23.0,44.0,11.0,4.0,49.0,14.0,1.0,26.0,1.0,12.0,23.0,12.0,24.0,28.0,2.0,11.0,48.0,23.0,12.0,2.0,48.0,32.0,44.0,19.0,54.0,2.0,3.0,16.0,8.0,47.0,80.0,24.0,7.0,5.0,2.0,24.0,32.0,7.0,11.0,1.0
43,12.0,15.0,7.0,13.0,16.0,5.0,4.0,3.0,23.0,75.0,26.0,5.0,98.0,1.0,8.0,4.0,44.0,16.0,2.0,1.0,12.0,175.0,23.0,42.0,5.0,66.0,3.0,28.0,30.0,25.0,2.0,19.0,1.0,5.0,62.0,56.0,6.0,29.0,13.0,6.0,26.0,1.0,37.0,26.0,54.0,3.0,17.0,1.0,23.0,9.0,2.0,19.0,1.0,12.0,9.0,12.0,4.0,17.0,23.0,17.0,23.0,30.0,8.0,6.0,39.0,65.0,15.0,11.0,10.0,8.0,12.0,16.0,6.0,22.0,9.0,15.0,3.0,36.0,10.0,17.0,88.0,67.0,14.0,7.0,1.0,7.0,79.0,2.0,14.0,21.0,9.0,27.0,1.0,4.0,34.0,44.0,31.0,7.0,12.0,51.0,4.0,14.0,1.0,13.0,16.0,12.0,39.0,18.0,18.0,4.0,12.0,5.0,6.0,4.0,10.0,28.0,34.0,49.0,6.0,10.0,24.0,9.0,3.0,29.0,17.0,10.0,12.0,1.0,8.0,6.0,10.0,7.0,43.0,5.0,70.0,39.0,9.0,6.0,17.0,28.0,39.0,2.0,42.0,12.0,15.0,9.0,7.0,8.0,3.0,14.0,3.0,3.0,21.0,15.0,37.0,11.0,7.0,24.0,27.0,3.0,2.0,18.0,8.0,30.0,44.0,31.0,51.0,1.0,44.0,28.0,44.0,23.0,21.0,1.0,9.0,71.0,8.0,24.0,22.0,20.0,88.0,3.0,2.0,43.0,14.0,3.0,53.0,14.0,8.0,6.0,8.0,17.0,6.0,16.0,12.0,2.0,12.0,40.0,1.0,44.0
44,5.0,25.0,8.0,10.0,19.0,34.0,7.0,23.0,2.0,4.0,9.0,6.0,5.0,25.0,21.0,65.0,8.0,22.0,18.0,10.0,4.0,5.0,29.0,15.0,8.0,26.0,6.0,21.0,40.0,1.0,44.0,13.0,17.0,1.0,8.0,12.0,16.0,6.0,17.0,2.0,6.0,3.0,27.0,1.0,15.0,14.0,8.0,21.0,24.0,28.0,3.0,34.0,31.0,1.0,71.0,4.0,2.0,49.0,2.0,8.0,8.0,30.0,12.0,41.0,16.0,23.0,21.0,21.0,33.0,78.0,5.0,15.0,15.0,14.0,14.0,6.0,18.0,8.0,6.0,27.0,38.0,15.0,17.0,1.0,13.0,7.0,17.0,8.0,3.0,32.0,13.0,28.0,32.0,38.0,5.0,62.0,24.0,16.0,16.0,5.0,14.0,9.0,18.0,1.0,45.0,5.0,30.0,4.0,13.0,1.0,11.0,4.0,20.0,3.0,20.0,33.0,32.0,20.0,18.0,5.0,6.0,26.0,3.0,1.0,45.0,10.0,12.0,31.0,2.0,37.0,1.0,6.0,34.0,2.0,27.0,3.0,2.0,29.0,13.0,21.0,33.0,42.0,10.0,11.0,16.0,40.0,62.0,11.0,43.0,32.0,11.0,7.0,1.0,6.0,9.0,13.0,16.0,41.0,2.0,3.0,16.0,1.0,41.0,28.0,2.0,27.0,7.0,3.0,53.0,44.0,14.0,12.0,7.0,14.0,13.0,1.0,18.0,15.0,34.0,8.0,3.0,3.0,2.0,16.0,8.0,3.0,59.0,33.0,13.0,2.0,30.0,78.0,16.0,3.0,6.0,1.0,9.0,23.0,4.0,9.0
45,10.0,4.0,20.0,8.0,16.0,16.0,24.0,11.0,37.0,36.0,6.0,41.0,7.0,1.0,3.0,14.0,12.0,2.0,13.0,3.0,26.0,8.0,71.0,40.0,27.0,13.0,11.0,37.0,11.0,16.0,1.0,24.0,1.0,2.0,88.0,3.0,21.0,4.0,12.0,43.0,4.0,3.0,8.0,24.0,33.0,18.0,9.0,18.0,6.0,10.0,5.0,3.0,24.0,13.0,13.0,44.0,64.0,19.0,6.0,4.0,5.0,42.0,2.0,4.0,79.0,7.0,4.0,2.0,6.0,13.0,15.0,12.0,8.0,3.0,23.0,8.0,77.0,17.0,35.0,29.0,27.0,12.0,16.0,4.0,4.0,9.0,4.0,7.0,3.0,34.0,1.0,1.0,1.0,5.0,15.0,60.0,26.0,7.0,2.0,22.0,5.0,8.0,3.0,32.0,2.0,32.0,38.0,40.0,28.0,40.0,1.0,8.0,21.0,21.0,19.0,36.0,19.0,19.0,5.0,23.0,7.0,38.0,43.0,47.0,3.0,5.0,33.0,8.0,16.0,10.0,10.0,13.0,7.0,15.0,31.0,14.0,4.0,8.0,49.0,11.0,5.0,7.0,10.0,4.0,18.0,31.0,13.0,3.0,11.0,82.0,42.0,12.0,8.0,13.0,20.0,1.0,8.0,1.0,15.0,24.0,4.0,6.0,11.0,14.0,10.0,4.0,13.0,28.0,39.0,3.0,2.0,4.0,28.0,44.0,57.0,77.0,15.0,5.0,10.0,41.0,29.0,6.0,25.0,17.0,15.0,10.0,54.0,2.0,6.0,17.0,13.0,4.0,7.0,46.0,3.0,3.0,11.0,1.0,3.0,20.0
46,5.0,8.0,2.0,16.0,28.0,5.0,11.0,22.0,13.0,37.0,28.0,35.0,21.0,5.0,4.0,6.0,2.0,33.0,5.0,82.0,33.0,18.0,7.0,36.0,4.0,38.0,20.0,2.0,18.0,68.0,23.0,7.0,58.0,5.0,1.0,5.0,8.0,11.0,29.0,20.0,5.0,4.0,28.0,5.0,14.0,41.0,1.0,23.0,6.0,5.0,22.0,11.0,3.0,25.0,7.0,3.0,12.0,95.0,25.0,5.0,32.0,15.0,18.0,1.0,15.0,13.0,37.0,36.0,7.0,11.0,1.0,1.0,6.0,9.0,128.0,18.0,15.0,13.0,4.0,8.0,5.0,6.0,22.0,45.0,1.0,15.0,13.0,18.0,5.0,10.0,6.0,16.0,2.0,10.0,30.0,9.0,52.0,8.0,9.0,3.0,4.0,61.0,7.0,27.0,4.0,6.0,4.0,20.0,8.0,49.0,31.0,31.0,3.0,2.0,3.0,31.0,7.0,12.0,8.0,1.0,99.0,22.0,1.0,1.0,1.0,1.0,25.0,14.0,19.0,7.0,1.0,8.0,32.0,20.0,21.0,37.0,43.0,23.0,6.0,16.0,11.0,20.0,12.0,5.0,4.0,58.0,36.0,19.0,21.0,9.0,10.0,5.0,27.0,8.0,11.0,20.0,13.0,9.0,4.0,2.0,13.0,27.0,27.0,23.0,5.0,6.0,32.0,27.0,7.0,4.0,33.0,8.0,40.0,6.0,33.0,2.0,19.0,6.0,52.0,1.0,44.0,10.0,9.0,43.0,24.0,20.0,24.0,2.0,22.0,8.0,9.0,11.0,6.0,10.0,13.0,7.0,22.0,84.0,7.0,45.0
47,11.0,19.0,8.0,20.0,7.0,28.0,24.0,23.0,5.0,62.0,29.0,50.0,20.0,36.0,4.0,5.0,32.0,14.0,7.0,8.0,9.0,15.0,12.0,15.0,35.0,17.0,20.0,17.0,50.0,12.0,39.0,5.0,3.0,3.0,8.0,13.0,2.0,12.0,5.0,5.0,2.0,33.0,24.0,1.0,16.0,8.0,4.0,25.0,1.0,22.0,8.0,12.0,16.0,47.0,61.0,11.0,39.0,1.0,40.0,5.0,9.0,15.0,10.0,18.0,5.0,4.0,43.0,51.0,6.0,14.0,25.0,38.0,23.0,5.0,65.0,28.0,21.0,5.0,40.0,42.0,17.0,2.0,26.0,8.0,57.0,32.0,4.0,9.0,14.0,23.0,7.0,23.0,19.0,3.0,27.0,15.0,18.0,33.0,25.0,28.0,40.0,7.0,6.0,6.0,16.0,13.0,1.0,64.0,8.0,7.0,38.0,31.0,38.0,26.0,14.0,1.0,10.0,1.0,30.0,8.0,17.0,22.0,28.0,36.0,5.0,8.0,7.0,7.0,2.0,29.0,13.0,21.0,3.0,24.0,11.0,4.0,8.0,2.0,10.0,26.0,5.0,19.0,7.0,11.0,34.0,26.0,20.0,10.0,4.0,6.0,12.0,37.0,43.0,11.0,2.0,12.0,9.0,30.0,9.0,7.0,50.0,16.0,42.0,18.0,30.0,32.0,6.0,25.0,11.0,9.0,5.0,17.0,14.0,22.0,3.0,4.0,4.0,9.0,4.0,6.0,16.0,14.0,5.0,5.0,112.0,51.0,10.0,18.0,21.0,2.0,14.0,12.0,77.0,13.0,2.0,28.0,4.0,10.0,11.0,4.0
48,29.0,27.0,39.0,24.0,3.0,3.0,82.0,10.0,4.0,3.0,47.0,8.0,22.0,22.0,12.0,1.0,4.0,19.0,115.0,7.0,8.0,33.0,4.0,18.0,6.0,46.0,18.0,11.0,6.0,1.0,1.0,3.0,13.0,4.0,8.0,17.0,3.0,5.0,47.0,13.0,39.0,10.0,18.0,55.0,3.0,11.0,14.0,14.0,15.0,28.0,2.0,1.0,15.0,1.0,12.0,1.0,40.0,28.0,10.0,26.0,9.0,10.0,22.0,5.0,35.0,12.0,7.0,12.0,1.0,13.0,21.0,1.0,7.0,26.0,3.0,5.0,19.0,24.0,13.0,29.0,1.0,10.0,23.0,6.0,20.0,3.0,10.0,12.0,26.0,32.0,4.0,7.0,6.0,28.0,10.0,19.0,13.0,8.0,36.0,36.0,10.0,35.0,11.0,3.0,6.0,4.0,25.0,28.0,41.0,8.0,19.0,13.0,20.0,10.0,3.0,23.0,24.0,10.0,18.0,7.0,4.0,1.0,2.0,20.0,4.0,8.0,5.0,6.0,2.0,4.0,1.0,84.0,29.0,18.0,44.0,6.0,5.0,5.0,11.0,19.0,14.0,6.0,5.0,6.0,6.0,24.0,6.0,11.0,12.0,25.0,12.0,3.0,22.0,10.0,19.0,7.0,7.0,32.0,14.0,3.0,26.0,6.0,6.0,3.0,15.0,3.0,4.0,1.0,19.0,15.0,1.0,4.0,22.0,5.0,4.0,12.0,2.0,17.0,21.0,8.0,49.0,8.0,13.0,4.0,11.0,11.0,5.0,2.0,5.0,4.0,19.0,23.0,36.0,37.0,2.0,28.0,17.0,3.0,6.0,1.0
49,13.0,14.0,100.0,25.0,2.0,11.0,15.0,10.0,44.0,3.0,15.0,15.0,5.0,1.0,4.0,6.0,4.0,16.0,4.0,9.0,5.0,40.0,18.0,14.0,8.0,16.0,4.0,2.0,44.0,2.0,8.0,17.0,13.0,3.0,49.0,6.0,14.0,41.0,6.0,12.0,16.0,2.0,4.0,6.0,8.0,14.0,35.0,14.0,9.0,2.0,15.0,29.0,2.0,12.0,4.0,12.0,1.0,52.0,5.0,19.0,28.0,24.0,13.0,26.0,67.0,70.0,27.0,10.0,3.0,2.0,37.0,18.0,61.0,11.0,5.0,57.0,77.0,1.0,16.0,58.0,58.0,4.0,26.0,18.0,6.0,11.0,15.0,12.0,37.0,25.0,10.0,22.0,13.0,55.0,15.0,4.0,5.0,13.0,11.0,1.0,36.0,31.0,19.0,29.0,2.0,1.0,18.0,18.0,12.0,9.0,9.0,15.0,4.0,26.0,1.0,10.0,13.0,4.0,5.0,21.0,5.0,14.0,13.0,1.0,4.0,19.0,14.0,15.0,15.0,10.0,3.0,3.0,1.0,15.0,8.0,15.0,3.0,15.0,3.0,32.0,46.0,10.0,27.0,9.0,3.0,43.0,29.0,25.0,17.0,4.0,16.0,4.0,47.0,51.0,3.0,37.0,10.0,16.0,17.0,38.0,36.0,5.0,11.0,13.0,10.0,15.0,28.0,17.0,20.0,24.0,2.0,14.0,17.0,74.0,28.0,24.0,14.0,11.0,83.0,4.0,36.0,1.0,23.0,4.0,21.0,22.0,1.0,15.0,48.0,35.0,9.0,4.0,36.0,3.0,10.0,5.0,2.0,11.0,5.0,63.0
50,4.0,34.0,16.0,17.0,4.0,10.0,42.0,25.0,3.0,19.0,58.0,33.0,27.0,29.0,12.0,51.0,37.0,9.0,5.0,12.0,66.0,1.0,72.0,5.0,3.0,26.0,5.0,4.0,64.0,15.0,11.0,10.0,10.0,18.0,5.0,8.0,14.0,11.0,53.0,22.0,15.0,15.0,1.0,14.0,11.0,3.0,26.0,18.0,12.0,14.0,16.0,4.0,1.0,12.0,26.0,1.0,31.0,2.0,10.0,15.0,6.0,14.0,2.0,25.0,5.0,16.0,6.0,61.0,26.0,24.0,24.0,14.0,33.0,7.0,41.0,5.0,40.0,10.0,11.0,3.0,141.0,11.0,28.0,35.0,31.0,38.0,10.0,8.0,128.0,3.0,22.0,6.0,21.0,5.0,6.0,10.0,4.0,3.0,13.0,1.0,3.0,8.0,2.0,42.0,13.0,12.0,4.0,12.0,7.0,11.0,8.0,5.0,51.0,6.0,14.0,26.0,4.0,4.0,1.0,72.0,12.0,6.0,88.0,6.0,13.0,16.0,9.0,8.0,2.0,5.0,81.0,22.0,6.0,5.0,9.0,7.0,21.0,3.0,6.0,19.0,1.0,11.0,3.0,2.0,7.0,6.0,7.0,12.0,9.0,61.0,4.0,3.0,12.0,4.0,14.0,12.0,4.0,28.0,10.0,1.0,54.0,3.0,10.0,12.0,6.0,7.0,11.0,4.0,59.0,15.0,12.0,17.0,9.0,1.0,8.0,24.0,3.0,7.0,5.0,6.0,4.0,28.0,9.0,7.0,9.0,35.0,1.0,12.0,2.0,14.0,11.0,25.0,18.0,16.0,43.0,27.0,12.0,19.0,5.0,4.0
51,5.0,10.0,17.0,8.0,13.0,3.0,11.0,10.0,15.0,14.0,2.0,3.0,6.0,25.0,9.0,47.0,7.0,4.0,17.0,12.0,19.0,7.0,19.0,45.0,5.0,11.0,9.0,5.0,1.0,37.0,6.0,25.0,26.0,16.0,27.0,2.0,35.0,5.0,32.0,8.0,23.0,49.0,8.0,21.0,33.0,22.0,24.0,14.0,10.0,1.0,40.0,51.0,18.0,7.0,15.0,51.0,1.0,28.0,15.0,8.0,34.0,27.0,12.0,36.0,33.0,30.0,3.0,3.0,3.0,16.0,2.0,15.0,1.0,13.0,16.0,11.0,1.0,21.0,6.0,10.0,2.0,2.0,15.0,42.0,11.0,19.0,9.0,34.0,2.0,12.0,5.0,3.0,16.0,37.0,14.0,72.0,18.0,22.0,15.0,13.0,3.0,5.0,7.0,41.0,22.0,42.0,11.0,20.0,16.0,14.0,19.0,42.0,31.0,19.0,28.0,53.0,22.0,10.0,11.0,4.0,10.0,2.0,5.0,19.0,3.0,4.0,16.0,21.0,13.0,7.0,4.0,8.0,9.0,2.0,21.0,10.0,3.0,13.0,3.0,30.0,44.0,6.0,11.0,10.0,40.0,9.0,3.0,6.0,4.0,7.0,11.0,14.0,40.0,14.0,12.0,63.0,15.0,27.0,13.0,2.0,2.0,13.0,16.0,3.0,8.0,5.0,2.0,50.0,9.0,4.0,9.0,34.0,33.0,5.0,18.0,9.0,73.0,8.0,16.0,15.0,38.0,5.0,20.0,13.0,4.0,20.0,13.0,12.0,28.0,55.0,21.0,30.0,12.0,38.0,31.0,11.0,23.0,28.0,25.0,31.0
52,15.0,34.0,33.0,12.0,7.0,7.0,6.0,8.0,17.0,7.0,1.0,25.0,3.0,8.0,1.0,16.0,7.0,14.0,50.0,3.0,8.0,23.0,9.0,44.0,39.0,15.0,2.0,2.0,35.0,6.0,43.0,20.0,8.0,45.0,51.0,1.0,28.0,15.0,2.0,2.0,14.0,11.0,41.0,83.0,49.0,5.0,31.0,45.0,2.0,17.0,28.0,2.0,22.0,42.0,78.0,15.0,5.0,5.0,7.0,9.0,1.0,19.0,3.0,21.0,20.0,27.0,7.0,26.0,17.0,1.0,10.0,27.0,2.0,12.0,6.0,29.0,8.0,7.0,10.0,5.0,3.0,15.0,66.0,12.0,2.0,7.0,7.0,36.0,8.0,15.0,6.0,3.0,33.0,1.0,9.0,12.0,32.0,16.0,7.0,29.0,3.0,21.0,6.0,13.0,12.0,16.0,14.0,3.0,20.0,24.0,23.0,25.0,19.0,18.0,11.0,26.0,25.0,6.0,6.0,22.0,1.0,16.0,16.0,7.0,8.0,7.0,6.0,18.0,8.0,3.0,47.0,31.0,17.0,39.0,14.0,33.0,4.0,2.0,21.0,8.0,17.0,7.0,15.0,28.0,19.0,43.0,6.0,11.0,11.0,1.0,5.0,3.0,1.0,45.0,6.0,14.0,38.0,16.0,15.0,25.0,9.0,8.0,12.0,14.0,25.0,4.0,20.0,21.0,54.0,35.0,19.0,3.0,3.0,6.0,11.0,16.0,2.0,5.0,3.0,6.0,2.0,15.0,33.0,8.0,23.0,13.0,6.0,23.0,6.0,15.0,11.0,17.0,6.0,13.0,8.0,35.0,5.0,4.0,7.0,11.0
53,11.0,28.0,18.0,13.0,3.0,21.0,34.0,19.0,7.0,2.0,17.0,39.0,3.0,15.0,8.0,27.0,23.0,9.0,42.0,31.0,35.0,5.0,5.0,54.0,1.0,22.0,3.0,10.0,83.0,12.0,39.0,17.0,3.0,11.0,22.0,7.0,8.0,4.0,4.0,9.0,15.0,1.0,3.0,7.0,3.0,8.0,12.0,25.0,13.0,2.0,45.0,1.0,29.0,8.0,33.0,71.0,2.0,21.0,2.0,11.0,40.0,11.0,4.0,25.0,84.0,8.0,25.0,1.0,2.0,38.0,9.0,12.0,35.0,3.0,9.0,33.0,19.0,12.0,9.0,56.0,18.0,16.0,6.0,1.0,16.0,42.0,39.0,6.0,8.0,9.0,7.0,10.0,21.0,10.0,18.0,12.0,23.0,6.0,13.0,20.0,6.0,17.0,9.0,2.0,18.0,17.0,103.0,22.0,7.0,36.0,10.0,3.0,5.0,5.0,9.0,12.0,53.0,7.0,7.0,1.0,23.0,19.0,31.0,29.0,2.0,3.0,52.0,9.0,41.0,88.0,1.0,6.0,52.0,21.0,3.0,29.0,9.0,4.0,7.0,19.0,13.0,15.0,51.0,34.0,1.0,7.0,35.0,12.0,48.0,61.0,8.0,4.0,3.0,15.0,16.0,10.0,2.0,35.0,9.0,13.0,7.0,4.0,19.0,112.0,22.0,2.0,7.0,4.0,89.0,10.0,1.0,2.0,1.0,25.0,9.0,42.0,9.0,13.0,28.0,32.0,38.0,6.0,41.0,9.0,1.0,12.0,3.0,4.0,10.0,11.0,3.0,3.0,7.0,11.0,49.0,33.0,7.0,45.0,9.0,11.0
54,34.0,5.0,17.0,154.0,5.0,3.0,38.0,12.0,8.0,15.0,11.0,5.0,13.0,34.0,11.0,35.0,4.0,15.0,1.0,4.0,47.0,11.0,6.0,9.0,3.0,20.0,3.0,23.0,2.0,4.0,2.0,7.0,7.0,11.0,55.0,38.0,2.0,2.0,14.0,42.0,1.0,3.0,17.0,2.0,3.0,3.0,13.0,12.0,40.0,57.0,15.0,109.0,3.0,6.0,8.0,23.0,24.0,39.0,7.0,5.0,2.0,8.0,3.0,6.0,28.0,10.0,20.0,9.0,17.0,17.0,13.0,13.0,16.0,1.0,1.0,4.0,5.0,29.0,69.0,11.0,7.0,19.0,17.0,29.0,26.0,31.0,2.0,2.0,7.0,14.0,2.0,31.0,19.0,1.0,21.0,5.0,12.0,8.0,2.0,18.0,12.0,6.0,24.0,8.0,9.0,5.0,51.0,40.0,35.0,8.0,7.0,8.0,41.0,14.0,3.0,42.0,4.0,42.0,6.0,7.0,26.0,30.0,39.0,23.0,79.0,4.0,34.0,44.0,33.0,41.0,11.0,44.0,7.0,27.0,33.0,4.0,25.0,4.0,3.0,26.0,16.0,27.0,37.0,5.0,8.0,36.0,8.0,3.0,19.0,51.0,15.0,11.0,16.0,10.0,5.0,59.0,16.0,4.0,65.0,14.0,52.0,20.0,3.0,1.0,9.0,14.0,4.0,11.0,6.0,18.0,10.0,2.0,22.0,2.0,14.0,31.0,20.0,30.0,4.0,13.0,3.0,9.0,3.0,14.0,53.0,4.0,19.0,21.0,17.0,1.0,6.0,12.0,14.0,11.0,6.0,24.0,32.0,2.0,3.0,28.0
55,16.0,39.0,11.0,1.0,2.0,6.0,16.0,5.0,51.0,49.0,8.0,4.0,28.0,49.0,11.0,1.0,30.0,78.0,34.0,29.0,18.0,16.0,16.0,15.0,43.0,8.0,6.0,13.0,16.0,1.0,30.0,8.0,19.0,16.0,2.0,10.0,4.0,4.0,13.0,3.0,4.0,5.0,8.0,1.0,15.0,8.0,18.0,6.0,1.0,8.0,14.0,8.0,64.0,10.0,3.0,11.0,4.0,2.0,10.0,24.0,7.0,9.0,5.0,8.0,26.0,13.0,10.0,15.0,1.0,14.0,12.0,8.0,45.0,16.0,9.0,17.0,12.0,54.0,24.0,36.0,24.0,6.0,58.0,2.0,15.0,4.0,11.0,21.0,20.0,1.0,7.0,15.0,7.0,9.0,41.0,20.0,41.0,12.0,17.0,13.0,49.0,11.0,17.0,35.0,5.0,7.0,8.0,19.0,43.0,13.0,28.0,18.0,19.0,36.0,8.0,40.0,8.0,8.0,7.0,29.0,36.0,21.0,11.0,86.0,2.0,2.0,44.0,13.0,22.0,50.0,4.0,2.0,2.0,6.0,5.0,6.0,12.0,3.0,20.0,8.0,40.0,18.0,10.0,24.0,33.0,22.0,14.0,12.0,7.0,16.0,2.0,6.0,6.0,27.0,2.0,2.0,9.0,17.0,13.0,2.0,4.0,8.0,4.0,4.0,8.0,7.0,7.0,9.0,15.0,4.0,9.0,11.0,7.0,17.0,10.0,6.0,15.0,3.0,16.0,28.0,5.0,2.0,15.0,19.0,6.0,10.0,19.0,48.0,9.0,1.0,17.0,61.0,17.0,28.0,19.0,3.0,7.0,18.0,61.0,4.0
56,64.0,9.0,29.0,5.0,11.0,4.0,6.0,57.0,15.0,53.0,22.0,3.0,5.0,27.0,1.0,27.0,3.0,19.0,28.0,10.0,42.0,39.0,8.0,2.0,8.0,9.0,2.0,29.0,30.0,15.0,16.0,13.0,24.0,12.0,10.0,10.0,2.0,12.0,10.0,9.0,29.0,9.0,23.0,3.0,4.0,15.0,6.0,26.0,20.0,20.0,34.0,17.0,3.0,17.0,16.0,1.0,6.0,14.0,3.0,8.0,10.0,15.0,28.0,7.0,4.0,18.0,10.0,42.0,4.0,5.0,13.0,13.0,7.0,31.0,16.0,9.0,3.0,7.0,8.0,13.0,55.0,29.0,7.0,42.0,22.0,2.0,24.0,30.0,6.0,3.0,4.0,13.0,44.0,10.0,21.0,36.0,20.0,13.0,51.0,42.0,6.0,4.0,1.0,12.0,30.0,19.0,22.0,12.0,10.0,4.0,32.0,5.0,24.0,4.0,7.0,14.0,6.0,19.0,7.0,3.0,5.0,98.0,21.0,16.0,9.0,9.0,7.0,18.0,32.0,10.0,29.0,7.0,1.0,9.0,5.0,34.0,20.0,3.0,27.0,19.0,3.0,15.0,9.0,49.0,4.0,8.0,11.0,38.0,2.0,52.0,32.0,4.0,3.0,1.0,3.0,6.0,6.0,34.0,25.0,6.0,20.0,2.0,24.0,24.0,2.0,10.0,32.0,10.0,67.0,3.0,17.0,4.0,39.0,10.0,3.0,47.0,33.0,12.0,24.0,1.0,2.0,28.0,10.0,7.0,9.0,21.0,27.0,49.0,14.0,44.0,13.0,14.0,4.0,15.0,11.0,3.0,19.0,75.0,2.0,5.0
57,18.0,6.0,7.0,17.0,9.0,27.0,66.0,10.0,3.0,8.0,45.0,4.0,32.0,24.0,28.0,18.0,8.0,9.0,3.0,18.0,3.0,21.0,31.0,47.0,9.0,1.0,24.0,6.0,5.0,24.0,4.0,2.0,18.0,11.0,9.0,13.0,4.0,11.0,2.0,28.0,4.0,6.0,43.0,34.0,25.0,8.0,24.0,15.0,8.0,9.0,21.0,50.0,6.0,8.0,51.0,5.0,15.0,6.0,21.0,7.0,14.0,10.0,22.0,29.0,5.0,3.0,5.0,34.0,11.0,17.0,7.0,1.0,28.0,17.0,24.0,13.0,10.0,49.0,5.0,14.0,19.0,4.0,36.0,24.0,5.0,10.0,11.0,5.0,2.0,16.0,23.0,21.0,1.0,14.0,32.0,7.0,5.0,6.0,4.0,26.0,9.0,5.0,24.0,97.0,9.0,10.0,28.0,37.0,18.0,5.0,18.0,13.0,26.0,21.0,7.0,11.0,17.0,13.0,8.0,8.0,20.0,2.0,11.0,20.0,5.0,5.0,18.0,5.0,91.0,4.0,4.0,37.0,49.0,13.0,15.0,34.0,5.0,11.0,39.0,23.0,7.0,15.0,9.0,18.0,12.0,44.0,7.0,51.0,14.0,36.0,15.0,18.0,4.0,7.0,4.0,39.0,17.0,4.0,15.0,54.0,9.0,14.0,39.0,31.0,4.0,11.0,20.0,18.0,13.0,16.0,18.0,10.0,29.0,13.0,2.0,6.0,4.0,6.0,10.0,7.0,14.0,11.0,10.0,16.0,1.0,1.0,52.0,38.0,7.0,6.0,14.0,15.0,10.0,10.0,13.0,25.0,2.0,2.0,6.0,11.0
